,support,itemset,fn,fn_div,fn_t,length,support_count
0,0.07138413685847589,frozenset({'GEOPOLITICAL ISSUE=Politics'}),0.21367521367521367,0.0648957827926483,2.983576983616879,1,918.0
1,0.05870917573872473,frozenset({'CULTURE=Groups/Names'}),0.20552147239263804,0.05674204151007267,2.5680371508794666,1,755.0
2,0.06298600311041991,frozenset({'SOCIETY=Social setting/impact'}),0.19168591224018475,0.042906481357619375,2.2816120660232686,1,810.0
3,0.053421461897356144,frozenset({'GEOPOLITICAL ISSUE=Locations/Geography'}),0.17681159420289855,0.028032163320333175,1.420363990589466,1,687.0
4,0.05878693623639191,frozenset({'HEALTH=Health Medicine'}),0.15990453460620524,0.011125103723639868,0.6862480145523663,1,756.0
5,1.0,frozenset(),0.14877943088256537,0.0,0.0,0,12860.0
6,0.05163297045101089,frozenset({'ABSTRACT CONCEPT=Emotions'}),0.14084507042253522,-0.007934360460030154,0.1933522677759704,1,664.0
7,0.05062208398133748,frozenset({'DISCRIMINATION=Racial stereotypes'}),0.13761467889908258,-0.011164751983482796,0.563089603108117,1,651.0
8,0.05451010886469673,frozenset({'VIOLENCE=Threat or Risk'}),0.1267123287671233,-0.022067102115442078,0.9816958291662911,1,701.0
9,0.09354587869362364,frozenset({'ABSTRACT CONCEPT=Claim/Opinion'}),0.1238244514106583,-0.02495497947190707,1.7374110197133024,1,1203.0
10,0.12480559875583204,frozenset({'GENDER ISSUE=Gender'}),0.11843276936776491,-0.030346661514800463,2.8195526094861663,1,1605.0
11,0.07527216174183515,frozenset({'OTHER=Time & Events'}),0.11735537190082644,-0.03142405898173893,2.194208778520871,1,968.0
12,0.06741835147744946,frozenset({'DISCRIMINATION=Religion'}),0.11484098939929328,-0.03393844148327209,2.318168925757061,1,867.0
13,0.05645412130637636,frozenset({'SEXUALITY=Sexuality'}),0.11306042884990253,-0.035719002032662844,2.3410961979916425,1,726.0
14,0.07496111975116641,frozenset({'ABSTRACT CONCEPT=Personal traits/taste'}),0.1042830540037244,-0.044496376878840976,3.101142279464284,1,964.0
15,0.20171073094867809,frozenset({'DISCRIMINATION=Race or ethnicity'}),0.10320284697508897,-0.0455765839074764,5.596818275132403,1,2594.0
